,LICENSENO,ISSDTTM,EXPDTTM,LICSTATUS,LICENSECAT,DESCRIPT,RESULT,RESULTDTTM,SUM_VIOLATIONS,SCORE,GRADE
53290,125526,2014-05-13 09:52:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-20 11:22:00,6,94,A
53293,19813,2012-02-21 13:11:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-20 12:20:00,14,86,B
53294,29179,2011-12-19 14:11:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-20 12:26:00,10,90,B
53295,90142,2013-09-05 11:18:00,2016-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2016-09-20 12:52:00,4,96,A
53296,22368,2012-03-12 11:47:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-20 13:13:00,20,80,C
53298,147632,2015-08-05 09:31:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-20 13:22:00,4,96,A
53300,77211,2012-03-22 09:22:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-20 13:30:00,27,73,C
53305,86910,2013-02-05 11:25:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-20 14:21:00,19,81,B
53311,138037,2015-01-21 11:05:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-20 15:15:00,65,35,C
53317,33805,2012-02-13 10:24:00,2018-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2016-09-21 10:09:00,2,98,A
53318,18205,2011-12-08 18:41:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-21 10:21:00,39,61,C
53319,28250,2012-01-06 15:00:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-21 10:33:00,24,76,C
53323,22680,2012-01-10 12:45:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-21 10:55:00,39,61,C
53324,20686,2012-01-05 14:20:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-21 11:25:00,26,74,C
53326,26937,2012-02-24 15:37:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-21 11:52:00,6,94,A
53327,68113,2011-12-14 14:53:00,2018-12-31 23:59:00,Active,MFW,Mobile Food Walk On,HE_Fail,2016-09-21 12:21:00,20,80,C
53328,159483,2016-05-13 08:18:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-21 12:27:00,8,92,B
53329,22082,2011-12-09 14:02:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-21 12:45:00,61,39,C
53331,161267,2016-01-13 10:42:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2016-09-21 13:09:00,2,98,A
53334,68508,2012-01-05 14:27:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-21 13:22:00,54,46,C
53335,76220,2011-12-14 14:53:00,2018-12-31 23:59:00,Active,MFW,Mobile Food Walk On,HE_Hearing,2016-09-21 13:34:00,10,90,B
53339,22381,2012-02-15 13:50:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-21 13:49:00,26,74,C
53340,79140,2012-10-18 09:11:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-21 13:49:00,46,54,C
53350,79241,2012-11-19 08:27:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-21 15:15:00,10,90,B
53351,174004,2016-09-22 15:52:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-21 15:23:00,4,96,A
53352,21711,2011-12-15 13:37:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-22 08:11:00,43,57,C
53354,29829,2012-02-01 14:48:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-22 08:43:00,12,88,B
53357,21236,2012-01-12 14:21:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-22 10:19:00,32,68,C
53358,24376,2011-12-14 10:57:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-22 10:19:00,18,82,B
53359,21512,2012-01-23 14:42:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-22 10:34:00,31,69,C
53360,89888,2013-03-15 10:23:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-22 10:58:00,6,94,A
53361,21206,2012-01-05 21:19:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-22 11:12:00,71,29,C
53363,34715,2012-02-15 13:09:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-22 11:27:00,6,94,A
53367,22245,2011-12-20 11:58:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2016-09-22 12:10:00,22,78,C
53370,19708,2012-01-05 12:20:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-22 12:37:00,9,91,B
53374,28780,2012-01-06 13:14:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-22 13:23:00,12,88,B
53376,26849,2012-01-10 12:22:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-22 13:36:00,4,96,A
53377,74211,2013-10-24 08:48:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-22 13:41:00,26,74,C
53380,24711,2012-01-03 13:56:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-22 14:25:00,45,55,C
53382,33165,2012-01-04 19:04:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-22 14:42:00,12,88,B
53385,20062,2012-01-19 17:51:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_TSOP,2016-09-22 17:58:00,65,35,C
53386,23065,2012-02-14 12:26:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-22 19:38:00,48,52,C
53388,138037,2015-01-21 11:05:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2016-09-23 08:14:00,16,84,B
53389,74268,2011-12-29 11:34:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-23 08:23:00,37,63,C
53393,198000,2016-10-19 10:46:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-23 09:49:00,98,2,C
53394,75272,2011-12-16 09:45:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-23 10:16:00,46,54,C
53397,77712,2012-05-08 11:57:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-23 10:42:00,4,96,A
53402,157149,2015-11-09 10:00:00,2017-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2016-09-23 11:18:00,8,92,B
53403,18075,2011-12-28 14:36:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-23 11:32:00,14,86,B
53404,87044,2013-04-16 09:01:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2016-09-23 11:43:00,2,98,A
53405,22141,2012-02-09 10:35:00,2016-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-23 11:48:00,8,92,B
53406,80176,2012-07-06 08:05:00,2016-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-23 11:57:00,45,55,C
53408,147632,2015-08-05 09:31:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_FailExt,2016-09-23 11:59:00,4,96,A
53414,175222,2016-06-22 08:47:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-23 12:54:00,25,75,C
53416,112554,2014-05-22 12:43:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-23 13:29:00,23,77,C
53419,146585,2016-01-11 10:12:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-23 13:58:00,11,89,B
53422,144733,2015-10-22 13:57:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-23 14:15:00,14,86,B
53423,140905,2016-01-27 08:34:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-23 14:18:00,7,93,B
53435,122489,2013-11-13 10:24:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_TSOP,2016-09-24 11:52:00,12,88,B
53453,19434,2011-12-12 15:32:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-26 08:22:00,20,80,C
53458,23481,2011-12-09 15:26:00,2016-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_OutBus,2016-09-26 09:11:00,0,100,A
53459,24552,2011-12-09 11:45:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-26 09:11:00,29,71,C
53463,25458,2012-02-15 14:34:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2016-09-26 10:46:00,2,98,A
53465,138262,2016-12-21 14:26:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,2016-09-26 10:58:00,2,98,A
53466,167129,2016-09-30 15:29:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-26 11:06:00,2,98,A
53472,138262,2016-12-21 14:26:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-26 12:03:00,10,90,B
53475,19285,2012-01-19 16:22:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-26 12:28:00,10,90,B
53476,19405,2012-01-09 13:35:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-26 12:32:00,7,93,B
53477,28124,2012-01-19 18:21:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-26 12:39:00,14,86,B
53478,73908,2012-01-19 18:22:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-26 12:44:00,10,90,B
53482,24378,2012-02-14 12:38:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-26 13:02:00,22,78,C
53485,18140,2012-02-21 12:16:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2016-09-26 13:31:00,10,90,B
53487,19907,2012-01-06 15:19:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-26 14:01:00,10,90,B
53489,74369,2012-01-26 14:18:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-26 14:13:00,6,94,A
53491,23533,2012-02-10 13:40:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-26 14:21:00,2,98,A
53493,18318,2012-02-13 12:51:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2016-09-26 14:38:00,15,85,B
53494,19539,2012-01-09 15:21:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-26 14:47:00,6,94,A
53498,25769,2012-02-09 14:52:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 08:56:00,32,68,C
53500,18497,2012-07-06 08:15:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-27 09:03:00,2,98,A
53502,18499,2012-01-05 09:50:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 09:05:00,20,80,C
53503,301753,2016-10-06 13:58:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_FailExt,2016-09-27 09:26:00,2,98,A
53504,22368,2012-03-12 11:47:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2016-09-27 10:05:00,2,98,A
53505,25484,2012-02-07 12:53:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,2016-09-27 10:22:00,4,96,A
53506,125665,2014-02-24 10:56:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 10:32:00,11,89,B
53510,26684,2012-02-15 14:09:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-27 10:50:00,6,94,A
53514,80176,2012-07-06 08:05:00,2016-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Hearing,2016-09-27 11:33:00,17,83,B
53516,81199,2013-02-26 08:39:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 12:00:00,19,81,B
53517,87059,2013-04-05 12:47:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 12:08:00,46,54,C
53518,21889,2011-12-14 13:15:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-27 12:14:00,6,94,A
53519,73849,2012-02-21 13:44:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 12:14:00,12,88,B
53520,158024,2015-12-31 11:58:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 12:25:00,20,80,C
53525,22112,2012-01-11 14:24:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-27 12:42:00,22,78,C
53529,21676,2012-02-07 08:33:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 13:34:00,22,78,C
53531,150698,2015-12-08 09:19:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-27 13:41:00,27,73,C
53536,20192,2011-12-07 11:27:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 13:54:00,42,58,C
53537,81039,2012-10-18 09:43:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-27 14:10:00,14,86,B
53539,77863,2012-08-01 09:29:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 14:18:00,22,78,C
53540,146310,2015-10-23 13:37:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 14:18:00,16,84,B
53542,80562,2013-01-07 08:59:00,2018-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-27 14:27:00,52,48,C
53544,26663,2012-02-06 14:27:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-27 14:38:00,15,85,B
53547,20194,2012-02-07 12:51:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 15:30:00,6,94,A
53549,91070,2013-10-30 14:02:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 16:27:00,33,67,C
53550,19029,2011-12-23 10:14:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 17:03:00,28,72,C
53551,20434,2012-02-15 10:53:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 17:23:00,24,76,C
53552,171032,2016-05-03 08:47:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-27 17:37:00,10,90,B
53554,67971,2011-12-13 10:19:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 17:50:00,56,44,C
53555,26770,2012-02-14 14:33:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2016-09-27 18:01:00,6,94,A
53556,74214,2011-12-15 10:38:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 18:01:00,31,69,C
53557,18311,2012-01-24 13:18:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 18:48:00,23,77,C
53558,18526,2011-12-15 13:23:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 18:52:00,4,96,A
53560,24716,2011-12-17 21:23:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 19:01:00,20,80,C
53562,79355,2012-06-29 13:42:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 19:20:00,14,86,B
53564,18196,2012-01-26 13:56:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 19:44:00,6,94,A
53565,24296,2011-12-16 12:32:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 20:01:00,16,84,B
53566,28953,2012-01-09 11:26:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-27 20:09:00,14,86,B
53567,21328,2011-12-07 11:05:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2016-09-27 21:08:00,16,84,B
53568,21844,2012-02-15 10:10:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-28 07:28:00,10,90,B
53569,26512,2012-02-06 12:35:00,2018-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2016-09-28 07:39:00,34,66,C
53570,74816,2011-12-21 09:45:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-28 07:50:00,18,82,B
53571,28939,2012-01-18 17:50:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-28 08:09:00,44,56,C
53575,22370,2012-01-06 12:46:00,2016-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2016-09-28 10:36:00,12,88,B
53576,24709,2012-02-10 09:26:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-28 10:41:00,17,83,B
53578,24246,2011-12-09 11:32:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-28 10:51:00,25,75,C
53579,19310,2011-12-08 15:16:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-28 10:52:00,24,76,C
53582,84963,2013-05-02 09:23:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-28 11:14:00,11,89,B
53584,122720,2014-02-11 09:50:00,2018-12-31 23:59:00,Active,MFW,Mobile Food Walk On,HE_Fail,2016-09-28 11:21:00,12,88,B
53585,31888,2011-12-19 14:38:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-28 11:22:00,14,86,B
53586,67628,2011-12-07 14:10:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-28 11:41:00,11,89,B
53587,23829,2012-01-06 14:14:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-28 11:44:00,33,67,C
53598,22215,2012-02-15 11:30:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-28 12:21:00,27,73,C
53602,159483,2016-05-13 08:18:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2016-09-28 12:37:00,4,96,A
53604,90596,2014-07-28 08:27:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-28 12:52:00,4,96,A
53606,138844,2015-03-26 08:30:00,2018-12-31 23:59:00,Active,MFW,Mobile Food Walk On,HE_Fail,2016-09-28 13:05:00,10,90,B
53607,20686,2012-01-05 14:20:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2016-09-28 13:07:00,4,96,A
53608,22006,2012-01-18 16:24:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-28 13:18:00,12,88,B
53610,22625,2012-02-24 09:09:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-28 13:52:00,23,77,C
53611,80225,2013-09-12 08:32:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-28 13:54:00,24,76,C
53614,23316,2012-02-15 08:38:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-28 14:23:00,16,84,B
53616,23799,2012-01-11 12:49:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-28 16:06:00,20,80,C
53617,74259,2012-02-22 10:15:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-28 16:19:00,12,88,B
53618,20839,2012-02-13 13:39:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-28 16:48:00,35,65,C
53619,75153,2011-12-17 21:09:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-28 17:07:00,2,98,A
53620,24819,2012-02-29 10:11:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-28 17:36:00,10,90,B
53621,29348,2012-02-14 14:30:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-28 17:46:00,16,84,B
53623,19805,2011-12-29 12:43:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-28 18:00:00,18,82,B
53625,32173,2012-02-13 13:08:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-28 18:19:00,27,73,C
53626,30417,2011-12-19 11:05:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-28 18:31:00,2,98,A
53628,22043,2011-12-30 10:33:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2016-09-28 19:03:00,18,82,B
53629,83847,2013-01-07 08:55:00,2016-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-28 19:06:00,12,88,B
53631,31229,2012-01-31 16:45:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-28 19:56:00,6,94,A
53632,76430,2012-05-03 14:49:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-28 20:33:00,68,32,C
53634,19486,2012-01-20 14:45:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Hearing,2016-09-29 08:39:00,55,45,C
53636,21999,2012-01-18 16:20:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-29 09:08:00,30,70,C
53639,26849,2012-01-10 12:22:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2016-09-29 10:05:00,4,96,A
53641,139279,2015-06-04 12:05:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-29 10:37:00,8,92,B
53642,28683,2012-02-22 14:06:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-29 10:56:00,8,92,B
53643,20133,2012-02-10 12:18:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,2016-09-29 10:58:00,2,98,A
53646,80156,2012-09-14 14:30:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-29 11:33:00,12,88,B
53648,26805,2012-02-23 10:54:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-29 12:06:00,23,77,C
53649,30694,2012-01-24 15:12:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-29 12:08:00,22,78,C
53650,23680,2011-12-13 10:24:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-29 12:11:00,34,66,C
53653,34034,2011-12-09 08:51:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-29 12:33:00,18,82,B
53654,19255,2011-12-28 11:14:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-29 12:41:00,10,90,B
53657,19218,2011-12-29 13:39:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-29 12:51:00,18,82,B
53659,23678,2012-02-14 12:24:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-29 13:01:00,19,81,B
53661,24376,2011-12-14 10:57:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2016-09-29 13:15:00,2,98,A
53666,92793,2014-03-12 10:13:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-29 13:35:00,17,83,B
53669,90000,2013-03-28 10:45:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-29 13:52:00,24,76,C
53671,20759,2011-12-28 12:01:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-29 14:11:00,6,94,A
53672,80130,2013-01-07 09:54:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-29 14:14:00,14,86,B
53675,21512,2012-01-23 14:42:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_FailExt,2016-09-29 14:40:00,2,98,A
53677,21713,2012-01-10 12:52:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-29 14:43:00,26,74,C
53678,25332,2012-01-24 12:58:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-29 14:56:00,2,98,A
53679,126674,2014-12-11 09:01:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-29 16:08:00,36,64,C
53682,20819,2012-02-08 16:31:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-29 17:33:00,29,71,C
53683,26483,2012-01-10 13:58:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-29 17:35:00,36,64,C
53687,141738,2015-07-15 12:36:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-29 18:50:00,29,71,C
53688,22077,2012-01-09 15:25:00,2016-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_OutBus,2016-09-29 19:05:00,0,100,A
53691,67392,2011-12-19 10:40:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-30 07:55:00,11,89,B
53692,303346,2016-10-13 12:58:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-30 08:13:00,8,92,B
53697,19901,2011-12-19 11:04:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_TSOP,2016-09-30 09:56:00,13,87,B
53698,198000,2016-10-19 10:46:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2016-09-30 10:30:00,25,75,C
53699,21692,2012-01-25 13:32:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2016-09-30 10:31:00,14,86,B
53700,75272,2011-12-16 09:45:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2016-09-30 10:51:00,2,98,A
